"county","cbsa","cntyname","cbsaname","pop10","afact"
"county","cbsa","cntyname","CBSA Name","Total Pop, 2010 census","county to cbsa alloc factor"
"47077"," ","Henderson TN"," ",27769,1 
"47079","37540","Henry TN","Paris, TN",32330,1 
"47081","34980","Hickman TN","Nashville-Davidson--Murfreesboro--Franklin, TN",24690,1 
"47083"," ","Houston TN"," ",8426,1 
"47085"," ","Humphreys TN"," ",18538,1 
"47087","18260","Jackson TN","Cookeville, TN",11638,1 
"47089","34100","Jefferson TN","Morristown, TN",51407,1 
"47091"," ","Johnson TN"," ",18244,1 
"47093","28940","Knox TN","Knoxville, TN",432226,1 
"47095"," ","Lake TN"," ",7832,1 
"47097"," ","Lauderdale TN"," ",27815,1 
"47099","29980","Lawrence TN","Lawrenceburg, TN",41869,1 
"47101"," ","Lewis TN"," ",12161,1 
"47103"," ","Lincoln TN"," ",33361,1 
"47105","28940","Loudon TN","Knoxville, TN",48556,1 
"47107","11940","McMinn TN","Athens, TN",52266,1 
"47109"," ","McNairy TN"," ",26075,1 
"47111","34980","Macon TN","Nashville-Davidson--Murfreesboro--Franklin, TN",22248,1 
"47113","27180","Madison TN","Jackson, TN",98294,1 
"47115","16860","Marion TN","Chattanooga, TN-GA",28237,1 
"47117","30280","Marshall TN","Lewisburg, TN",30617,1 
"47119","34980","Maury TN","Nashville-Davidson--Murfreesboro--Franklin, TN",80956,1 
"47121"," ","Meigs TN"," ",11753,1 
"47123"," ","Monroe TN"," ",44519,1 
"47125","17300","Montgomery TN","Clarksville, TN-KY",172331,1 
"47127","46100","Moore TN","Tullahoma-Manchester, TN",6362,1 
"47129","28940","Morgan TN","Knoxville, TN",21987,1 
"47131","46460","Obion TN","Union City, TN-KY",31807,1 
"47133","18260","Overton TN","Cookeville, TN",22083,1 
"47135"," ","Perry TN"," ",7915,1 
"47137"," ","Pickett TN"," ",5077,1 
"47139","17420","Polk TN","Cleveland, TN",16825,1 
"47141","18260","Putnam TN","Cookeville, TN",72321,1 
"47143","19420","Rhea TN","Dayton, TN",31809,1 
"47145","28940","Roane TN","Knoxville, TN",54181,1 
"47147","34980","Robertson TN","Nashville-Davidson--Murfreesboro--Franklin, TN",66283,1 
"47149","34980","Rutherford TN","Nashville-Davidson--Murfreesboro--Franklin, TN",262604,1 
"47151"," ","Scott TN"," ",22228,1 
"47153","16860","Sequatchie TN","Chattanooga, TN-GA",14112,1 
"47155","42940","Sevier TN","Sevierville, TN",89889,1 
"47157","32820","Shelby TN","Memphis, TN-MS-AR",927644,1 
"47159","34980","Smith TN","Nashville-Davidson--Murfreesboro--Franklin, TN",19166,1 
"47161"," ","Stewart TN"," ",13324,1 
"47163","28700","Sullivan TN","Kingsport-Bristol-Bristol, TN-VA",156823,1 
"47165","34980","Sumner TN","Nashville-Davidson--Murfreesboro--Franklin, TN",160645,1 
"47167","32820","Tipton TN","Memphis, TN-MS-AR",61081,1 
"47169","34980","Trousdale TN","Nashville-Davidson--Murfreesboro--Franklin, TN",7870,1 
"47171","27740","Unicoi TN","Johnson City, TN",18313,1 
"47173","28940","Union TN","Knoxville, TN",19109,1 
"47175"," ","Van Buren TN"," ",5548,1 
"47177","32660","Warren TN","McMinnville, TN",39839,1 
"47179","27740","Washington TN","Johnson City, TN",122979,1 
"47181"," ","Wayne TN"," ",17021,1 
"47183","32280","Weakley TN","Martin, TN",35021,1 
"47185"," ","White TN"," ",25841,1 
"47187","34980","Williamson TN","Nashville-Davidson--Murfreesboro--Franklin, TN",183182,1 
"47189","34980","Wilson TN","Nashville-Davidson--Murfreesboro--Franklin, TN",113993,1 
"48001","37300","Anderson TX","Palestine, TX",58458,1 
"48003","11380","Andrews TX","Andrews, TX",14786,1 
"48005","31260","Angelina TX","Lufkin, TX",86771,1 
"48007","18580","Aransas TX","Corpus Christi, TX",23158,1 
"48009","48660","Archer TX","Wichita Falls, TX",9054,1 
"48011","11100","Armstrong TX","Amarillo, TX",1901,1 
"48013","41700","Atascosa TX","San Antonio-New Braunfels, TX",44911,1 
"48015","26420","Austin TX","Houston-The Woodlands-Sugar Land, TX",28417,1 
"48017"," ","Bailey TX"," ",7165,1 
"48019","41700","Bandera TX","San Antonio-New Braunfels, TX",20485,1 
"48021","12420","Bastrop TX","Austin-Round Rock, TX",74171,1 
"48023"," ","Baylor TX"," ",3726,1 
"48025","13300","Bee TX","Beeville, TX",31861,1 
"48027","28660","Bell TX","Killeen-Temple, TX",310235,1 
"48029","41700","Bexar TX","San Antonio-New Braunfels, TX",1714773,1 
"48031"," ","Blanco TX"," ",10497,1 
"48033"," ","Borden TX"," ",641,1 
"48035"," ","Bosque TX"," ",18212,1 
"48037","45500","Bowie TX","Texarkana, TX-AR",92565,1 
"48039","26420","Brazoria TX","Houston-The Woodlands-Sugar Land, TX",313166,1 
"48041","17780","Brazos TX","College Station-Bryan, TX",194851,1 
"48043"," ","Brewster TX"," ",9232,1 
"48045"," ","Briscoe TX"," ",1637,1 
"48047"," ","Brooks TX"," ",7223,1 
"48049","15220","Brown TX","Brownwood, TX",38106,1 
"48051","17780","Burleson TX","College Station-Bryan, TX",17187,1 
"48053"," ","Burnet TX"," ",42750,1 
"48055","12420","Caldwell TX","Austin-Round Rock, TX",38066,1 
"48057","38920","Calhoun TX","Port Lavaca, TX",21381,1 
"48059","10180","Callahan TX","Abilene, TX",13544,1 
"48061","15180","Cameron TX","Brownsville-Harlingen, TX",406220,1 
"48063"," ","Camp TX"," ",12401,1 
"48065","11100","Carson TX","Amarillo, TX",6182,1 
"48067"," ","Cass TX"," ",30464,1 
"48069"," ","Castro TX"," ",8062,1 
"48071","26420","Chambers TX","Houston-The Woodlands-Sugar Land, TX",35096,1 
"48073","27380","Cherokee TX","Jacksonville, TX",50845,1 
"48075"," ","Childress TX"," ",7041,1 
"48077","48660","Clay TX","Wichita Falls, TX",10752,1 
"48079"," ","Cochran TX"," ",3127,1 
"48081"," ","Coke TX"," ",3320,1 
"48083"," ","Coleman TX"," ",8895,1 
"48085","19100","Collin TX","Dallas-Fort Worth-Arlington, TX",782341,1 
"48087"," ","Collingsworth TX"," ",3057,1 
"48089"," ","Colorado TX"," ",20874,1 
"48091","41700","Comal TX","San Antonio-New Braunfels, TX",108472,1 
"48093"," ","Comanche TX"," ",13974,1 
"48095"," ","Concho TX"," ",4087,1 
"48097","23620","Cooke TX","Gainesville, TX",38437,1 
"48099","28660","Coryell TX","Killeen-Temple, TX",75388,1 
"48101"," ","Cottle TX"," ",1505,1 
"48103"," ","Crane TX"," ",4375,1 
"48105"," ","Crockett TX"," ",3719,1 
"48107","31180","Crosby TX","Lubbock, TX",6059,1 
"48109"," ","Culberson TX"," ",2398,1 
"48111"," ","Dallam TX"," ",6703,1 
"48113","19100","Dallas TX","Dallas-Fort Worth-Arlington, TX",2368139,1 
"48115","29500","Dawson TX","Lamesa, TX",13833,1 
"48117","25820","Deaf Smith TX","Hereford, TX",19372,1 
"48119"," ","Delta TX"," ",5231,1 
"48121","19100","Denton TX","Dallas-Fort Worth-Arlington, TX",662614,1 
"48123"," ","DeWitt TX"," ",20097,1 
"48125"," ","Dickens TX"," ",2444,1 
"48127"," ","Dimmit TX"," ",9996,1 
"48129"," ","Donley TX"," ",3677,1 
"48131"," ","Duval TX"," ",11782,1 
"48133"," ","Eastland TX"," ",18583,1 
"48135","36220","Ector TX","Odessa, TX",137130,1 
"48137"," ","Edwards TX"," ",2002,1 
"48139","19100","Ellis TX","Dallas-Fort Worth-Arlington, TX",149610,1 
"48141","21340","El Paso TX","El Paso, TX",800647,1 
"48143","44500","Erath TX","Stephenville, TX",37890,1 
"48145","47380","Falls TX","Waco, TX",17866,1 
"48147"," ","Fannin TX"," ",33915,1 
"48149"," ","Fayette TX"," ",24554,1 
"48151"," ","Fisher TX"," ",3974,1 
"48153"," ","Floyd TX"," ",6446,1 
"48155"," ","Foard TX"," ",1336,1 
"48157","26420","Fort Bend TX","Houston-The Woodlands-Sugar Land, TX",585375,1 
"48159"," ","Franklin TX"," ",10605,1 
"48161"," ","Freestone TX"," ",19816,1 
"48163"," ","Frio TX"," ",17217,1 
"48165"," ","Gaines TX"," ",17526,1 
"48167","26420","Galveston TX","Houston-The Woodlands-Sugar Land, TX",291309,1 
"48169"," ","Garza TX"," ",6461,1 
"48171","23240","Gillespie TX","Fredericksburg, TX",24837,1 
"48173","13700","Glasscock TX","Big Spring, TX",1226,1 
"48175","47020","Goliad TX","Victoria, TX",7210,1 
"48177"," ","Gonzales TX"," ",19807,1 
"48179","37420","Gray TX","Pampa, TX",22535,1 
"48181","43300","Grayson TX","Sherman-Denison, TX",120877,1 
"48183","30980","Gregg TX","Longview, TX",121730,1 
"48185"," ","Grimes TX"," ",26604,1 
"48187","41700","Guadalupe TX","San Antonio-New Braunfels, TX",131533,1 
"48189","38380","Hale TX","Plainview, TX",36273,1 
"48191"," ","Hall TX"," ",3353,1 
"48193"," ","Hamilton TX"," ",8517,1 
"48195"," ","Hansford TX"," ",5613,1 
"48197"," ","Hardeman TX"," ",4139,1 
"48199","13140","Hardin TX","Beaumont-Port Arthur, TX",54635,1 
"48201","26420","Harris TX","Houston-The Woodlands-Sugar Land, TX",4092459,1 
"48203","32220","Harrison TX","Marshall, TX",65631,1 
"48205"," ","Hartley TX"," ",6062,1 
"48207"," ","Haskell TX"," ",5899,1 
"48209","12420","Hays TX","Austin-Round Rock, TX",157107,1 
"48211"," ","Hemphill TX"," ",3807,1 
"48213","11980","Henderson TX","Athens, TX",78532,1 
"48215","32580","Hidalgo TX","McAllen-Edinburg-Mission, TX",774769,1 
"48217"," ","Hill TX"," ",35089,1 
"48219","30220","Hockley TX","Levelland, TX",22935,1 
"48221","19100","Hood TX","Dallas-Fort Worth-Arlington, TX",51182,1 
"48223","44860","Hopkins TX","Sulphur Springs, TX",35161,1 
"48225"," ","Houston TX"," ",23732,1 
"48227","13700","Howard TX","Big Spring, TX",35012,1 
"48229","21340","Hudspeth TX","El Paso, TX",3476,1 
"48231","19100","Hunt TX","Dallas-Fort Worth-Arlington, TX",86129,1 
"48233","14420","Hutchinson TX","Borger, TX",22150,1 
"48235","41660","Irion TX","San Angelo, TX",1599,1 
"48237"," ","Jack TX"," ",9044,1 
"48239"," ","Jackson TX"," ",14075,1 
"48241"," ","Jasper TX"," ",35710,1 
"48243"," ","Jeff Davis TX"," ",2342,1 
"48245","13140","Jefferson TX","Beaumont-Port Arthur, TX",252273,1 
"48247"," ","Jim Hogg TX"," ",5300,1 
"48249","10860","Jim Wells TX","Alice, TX",40838,1 
"48251","19100","Johnson TX","Dallas-Fort Worth-Arlington, TX",150934,1 
"48253","10180","Jones TX","Abilene, TX",20202,1 
"48255"," ","Karnes TX"," ",14824,1 
"48257","19100","Kaufman TX","Dallas-Fort Worth-Arlington, TX",103350,1 
"48259","41700","Kendall TX","San Antonio-New Braunfels, TX",33410,1 
"48261","28780","Kenedy TX","Kingsville, TX",416,1 
"48263"," ","Kent TX"," ",808,1 
"48265","28500","Kerr TX","Kerrville, TX",49625,1 
"48267"," ","Kimble TX"," ",4607,1 
"48269"," ","King TX"," ",286,1 
"48271"," ","Kinney TX"," ",3598,1 
"48273","28780","Kleberg TX","Kingsville, TX",32061,1 
"48275"," ","Knox TX"," ",3719,1 
"48277","37580","Lamar TX","Paris, TX",49793,1 
"48279"," ","Lamb TX"," ",13977,1 
"48281","28660","Lampasas TX","Killeen-Temple, TX",19677,1 
"48283"," ","La Salle TX"," ",6886,1 
"48285"," ","Lavaca TX"," ",19263,1 
"48287"," ","Lee TX"," ",16612,1 
"48289"," ","Leon TX"," ",16801,1 
"48291","26420","Liberty TX","Houston-The Woodlands-Sugar Land, TX",75643,1 
"48293"," ","Limestone TX"," ",23384,1 
"48295"," ","Lipscomb TX"," ",3302,1 
"48297"," ","Live Oak TX"," ",11531,1 
"48299"," ","Llano TX"," ",19301,1 
"48301"," ","Loving TX"," ",82,1 
"48303","31180","Lubbock TX","Lubbock, TX",278831,1 
"48305","31180","Lynn TX","Lubbock, TX",5915,1 
"48307"," ","McCulloch TX"," ",8283,1 
"48309","47380","McLennan TX","Waco, TX",234906,1 
"48311"," ","McMullen TX"," ",707,1 
"48313"," ","Madison TX"," ",13664,1 
"48315"," ","Marion TX"," ",10546,1 
"48317","33260","Martin TX","Midland, TX",4799,1 
"48319"," ","Mason TX"," ",4012,1 
"48321","13060","Matagorda TX","Bay City, TX",36702,1 
"48323","20580","Maverick TX","Eagle Pass, TX",54258,1 
"48325","41700","Medina TX","San Antonio-New Braunfels, TX",46006,1 
"48327"," ","Menard TX"," ",2242,1 
"48329","33260","Midland TX","Midland, TX",136872,1 
"48331"," ","Milam TX"," ",24757,1 
"48333"," ","Mills TX"," ",4936,1 
"48335"," ","Mitchell TX"," ",9403,1 
"48337"," ","Montague TX"," ",19719,1 
"48339","26420","Montgomery TX","Houston-The Woodlands-Sugar Land, TX",455746,1 
"48341","20300","Moore TX","Dumas, TX",21904,1 
"48343"," ","Morris TX"," ",12934,1 
"48345"," ","Motley TX"," ",1210,1 
"48347","34860","Nacogdoches TX","Nacogdoches, TX",64524,1 
"48349","18620","Navarro TX","Corsicana, TX",47735,1 
"48351","13140","Newton TX","Beaumont-Port Arthur, TX",14445,1 
"48353","45020","Nolan TX","Sweetwater, TX",15216,1 
"48355","18580","Nueces TX","Corpus Christi, TX",340223,1 
"48357"," ","Ochiltree TX"," ",10223,1 
"48359","11100","Oldham TX","Amarillo, TX",2052,1 
"48361","13140","Orange TX","Beaumont-Port Arthur, TX",81837,1 
"48363","33420","Palo Pinto TX","Mineral Wells, TX",28111,1 
"48365"," ","Panola TX"," ",23796,1 
"48367","19100","Parker TX","Dallas-Fort Worth-Arlington, TX",116927,1 
"48369"," ","Parmer TX"," ",10269,1 
"48371"," ","Pecos TX"," ",15507,1 
"48373"," ","Polk TX"," ",45413,1 
"48375","11100","Potter TX","Amarillo, TX",121073,1 
"48377"," ","Presidio TX"," ",7818,1 
"48379"," ","Rains TX"," ",10914,1 
"48381","11100","Randall TX","Amarillo, TX",120725,1 
"48383"," ","Reagan TX"," ",3367,1 
"48385"," ","Real TX"," ",3309,1 
"48387"," ","Red River TX"," ",12860,1 
"48389","37780","Reeves TX","Pecos, TX",13783,1 
"48391"," ","Refugio TX"," ",7383,1 
"48393"," ","Roberts TX"," ",929,1 
"48395","17780","Robertson TX","College Station-Bryan, TX",16622,1 
"48397","19100","Rockwall TX","Dallas-Fort Worth-Arlington, TX",78337,1 
