"county","cbsa","cntyname","cbsaname","pop10","afact"
"county","cbsa","cntyname","CBSA Name","Total Pop, 2010 census","county to cbsa alloc factor"
"21023","17140","Bracken KY","Cincinnati, OH-KY-IN",8488,1 
"21025"," ","Breathitt KY"," ",13878,1 
"21027"," ","Breckinridge KY"," ",20059,1 
"21029","31140","Bullitt KY","Louisville/Jefferson County, KY-IN",74319,1 
"21031","14540","Butler KY","Bowling Green, KY",12690,1 
"21033"," ","Caldwell KY"," ",12984,1 
"21035","34660","Calloway KY","Murray, KY",37191,1 
"21037","17140","Campbell KY","Cincinnati, OH-KY-IN",90336,1 
"21039"," ","Carlisle KY"," ",5104,1 
"21041"," ","Carroll KY"," ",10811,1 
"21043"," ","Carter KY"," ",27720,1 
"21045"," ","Casey KY"," ",15955,1 
"21047","17300","Christian KY","Clarksville, TN-KY",73955,1 
"21049","30460","Clark KY","Lexington-Fayette, KY",35613,1 
"21051"," ","Clay KY"," ",21730,1 
"21053"," ","Clinton KY"," ",10272,1 
"21055"," ","Crittenden KY"," ",9315,1 
"21057"," ","Cumberland KY"," ",6856,1 
"21059","36980","Daviess KY","Owensboro, KY",96656,1 
"21061","14540","Edmonson KY","Bowling Green, KY",12161,1 
"21063"," ","Elliott KY"," ",7852,1 
"21065"," ","Estill KY"," ",14672,1 
"21067","30460","Fayette KY","Lexington-Fayette, KY",295803,1 
"21069"," ","Fleming KY"," ",14348,1 
"21071"," ","Floyd KY"," ",39451,1 
"21073","23180","Franklin KY","Frankfort, KY",49285,1 
"21075","46460","Fulton KY","Union City, TN-KY",6813,1 
"21077","17140","Gallatin KY","Cincinnati, OH-KY-IN",8589,1 
"21079"," ","Garrard KY"," ",16912,1 
"21081","17140","Grant KY","Cincinnati, OH-KY-IN",24662,1 
"21083","32460","Graves KY","Mayfield, KY",37121,1 
"21085"," ","Grayson KY"," ",25746,1 
"21087"," ","Green KY"," ",11258,1 
"21089","26580","Greenup KY","Huntington-Ashland, WV-KY-OH",36910,1 
"21091","36980","Hancock KY","Owensboro, KY",8565,1 
"21093","21060","Hardin KY","Elizabethtown-Fort Knox, KY",105543,1 
"21095"," ","Harlan KY"," ",29278,1 
"21097"," ","Harrison KY"," ",18846,1 
"21099"," ","Hart KY"," ",18199,1 
"21101","21780","Henderson KY","Evansville, IN-KY",46250,1 
"21103","31140","Henry KY","Louisville/Jefferson County, KY-IN",15416,1 
"21105"," ","Hickman KY"," ",4902,1 
"21107","31580","Hopkins KY","Madisonville, KY",46920,1 
"21109"," ","Jackson KY"," ",13494,1 
"21111","31140","Jefferson KY","Louisville/Jefferson County, KY-IN",741096,1 
"21113","30460","Jessamine KY","Lexington-Fayette, KY",48586,1 
"21115"," ","Johnson KY"," ",23356,1 
"21117","17140","Kenton KY","Cincinnati, OH-KY-IN",159720,1 
"21119"," ","Knott KY"," ",16346,1 
"21121","30940","Knox KY","London, KY",31883,1 
"21123","21060","Larue KY","Elizabethtown-Fort Knox, KY",14193,1 
"21125","30940","Laurel KY","London, KY",58849,1 
"21127"," ","Lawrence KY"," ",15860,1 
"21129"," ","Lee KY"," ",7887,1 
"21131"," ","Leslie KY"," ",11310,1 
"21133"," ","Letcher KY"," ",24519,1 
"21135"," ","Lewis KY"," ",13870,1 
"21137","19220","Lincoln KY","Danville, KY",24742,1 
"21139","37140","Livingston KY","Paducah, KY-IL",9519,1 
"21141"," ","Logan KY"," ",26835,1 
"21143"," ","Lyon KY"," ",8314,1 
"21145","37140","McCracken KY","Paducah, KY-IL",65565,1 
"21147"," ","McCreary KY"," ",18306,1 
"21149","36980","McLean KY","Owensboro, KY",9531,1 
"21151","40080","Madison KY","Richmond-Berea, KY",82916,1 
"21153"," ","Magoffin KY"," ",13333,1 
"21155"," ","Marion KY"," ",19820,1 
"21157"," ","Marshall KY"," ",31448,1 
"21159"," ","Martin KY"," ",12929,1 
"21161","32500","Mason KY","Maysville, KY",17490,1 
"21163","21060","Meade KY","Elizabethtown-Fort Knox, KY",28602,1 
"21165","34460","Menifee KY","Mount Sterling, KY",6306,1 
"21167"," ","Mercer KY"," ",21331,1 
"21169","23980","Metcalfe KY","Glasgow, KY",10099,1 
"21171"," ","Monroe KY"," ",10963,1 
"21173","34460","Montgomery KY","Mount Sterling, KY",26499,1 
"21175"," ","Morgan KY"," ",13923,1 
"21177"," ","Muhlenberg KY"," ",31499,1 
"21179","12680","Nelson KY","Bardstown, KY",43437,1 
"21181"," ","Nicholas KY"," ",7135,1 
"21183"," ","Ohio KY"," ",23842,1 
"21185","31140","Oldham KY","Louisville/Jefferson County, KY-IN",60316,1 
"21187"," ","Owen KY"," ",10841,1 
"21189"," ","Owsley KY"," ",4755,1 
"21191","17140","Pendleton KY","Cincinnati, OH-KY-IN",14877,1 
"21193"," ","Perry KY"," ",28712,1 
"21195"," ","Pike KY"," ",65024,1 
"21197"," ","Powell KY"," ",12613,1 
"21199","43700","Pulaski KY","Somerset, KY",63063,1 
"21201"," ","Robertson KY"," ",2282,1 
"21203","40080","Rockcastle KY","Richmond-Berea, KY",17056,1 
"21205"," ","Rowan KY"," ",23333,1 
"21207"," ","Russell KY"," ",17565,1 
"21209","30460","Scott KY","Lexington-Fayette, KY",47173,1 
"21211","31140","Shelby KY","Louisville/Jefferson County, KY-IN",42074,1 
"21213"," ","Simpson KY"," ",17327,1 
"21215","31140","Spencer KY","Louisville/Jefferson County, KY-IN",17061,1 
"21217","15820","Taylor KY","Campbellsville, KY",24512,1 
"21219"," ","Todd KY"," ",12460,1 
"21221","17300","Trigg KY","Clarksville, TN-KY",14339,1 
"21223","31140","Trimble KY","Louisville/Jefferson County, KY-IN",8809,1 
"21225"," ","Union KY"," ",15007,1 
"21227","14540","Warren KY","Bowling Green, KY",113792,1 
"21229"," ","Washington KY"," ",11717,1 
"21231"," ","Wayne KY"," ",20813,1 
"21233"," ","Webster KY"," ",13621,1 
"21235","30940","Whitley KY","London, KY",35637,1 
"21237"," ","Wolfe KY"," ",7355,1 
"21239","30460","Woodford KY","Lexington-Fayette, KY",24939,1 
"22001","29180","Acadia Parish LA","Lafayette, LA",61773,1 
"22003"," ","Allen Parish LA"," ",25764,1 
"22005","12940","Ascension Parish LA","Baton Rouge, LA",107215,1 
"22007"," ","Assumption Parish LA"," ",23421,1 
"22009"," ","Avoyelles Parish LA"," ",42073,1 
"22011","19760","Beauregard Parish LA","DeRidder, LA",35654,1 
"22013"," ","Bienville Parish LA"," ",14353,1 
"22015","43340","Bossier Parish LA","Shreveport-Bossier City, LA",116979,1 
"22017","43340","Caddo Parish LA","Shreveport-Bossier City, LA",254969,1 
"22019","29340","Calcasieu Parish LA","Lake Charles, LA",192768,1 
"22021"," ","Caldwell Parish LA"," ",10132,1 
"22023","29340","Cameron Parish LA","Lake Charles, LA",6839,1 
"22025"," ","Catahoula Parish LA"," ",10407,1 
"22027"," ","Claiborne Parish LA"," ",17195,1 
"22029","35020","Concordia Parish LA","Natchez, MS-LA",20822,1 
"22031","43340","De Soto Parish LA","Shreveport-Bossier City, LA",26656,1 
"22033","12940","East Baton Rouge Parish LA","Baton Rouge, LA",440171,1 
"22035"," ","East Carroll Parish LA"," ",7759,1 
"22037","12940","East Feliciana Parish LA","Baton Rouge, LA",20267,1 
"22039"," ","Evangeline Parish LA"," ",33984,1 
"22041"," ","Franklin Parish LA"," ",20767,1 
"22043","10780","Grant Parish LA","Alexandria, LA",22309,1 
"22045","29180","Iberia Parish LA","Lafayette, LA",73240,1 
"22047","12940","Iberville Parish LA","Baton Rouge, LA",33387,1 
"22049"," ","Jackson Parish LA"," ",16274,1 
"22051","35380","Jefferson Parish LA","New Orleans-Metairie, LA",432552,1 
"22053"," ","Jefferson Davis Parish LA"," ",31594,1 
"22055","29180","Lafayette Parish LA","Lafayette, LA",221578,1 
"22057","26380","Lafourche Parish LA","Houma-Thibodaux, LA",96318,1 
"22059"," ","La Salle Parish LA"," ",14890,1 
"22061","40820","Lincoln Parish LA","Ruston, LA",46735,1 
"22063","12940","Livingston Parish LA","Baton Rouge, LA",128026,1 
"22065"," ","Madison Parish LA"," ",12093,1 
"22067","12820","Morehouse Parish LA","Bastrop, LA",27979,1 
"22069","35060","Natchitoches Parish LA","Natchitoches, LA",39566,1 
"22071","35380","Orleans Parish LA","New Orleans-Metairie, LA",343829,1 
"22073","33740","Ouachita Parish LA","Monroe, LA",153720,1 
"22075","35380","Plaquemines Parish LA","New Orleans-Metairie, LA",23042,1 
"22077","12940","Pointe Coupee Parish LA","Baton Rouge, LA",22802,1 
"22079","10780","Rapides Parish LA","Alexandria, LA",131613,1 
"22081"," ","Red River Parish LA"," ",9091,1 
"22083"," ","Richland Parish LA"," ",20725,1 
"22085"," ","Sabine Parish LA"," ",24233,1 
"22087","35380","St. Bernard Parish LA","New Orleans-Metairie, LA",35897,1 
"22089","35380","St. Charles Parish LA","New Orleans-Metairie, LA",52780,1 
"22091","12940","St. Helena Parish LA","Baton Rouge, LA",11203,1 
"22093","35380","St. James Parish LA","New Orleans-Metairie, LA",22102,1 
"22095","35380","St. John the Baptist Parish LA","New Orleans-Metairie, LA",45924,1 
"22097","36660","St. Landry Parish LA","Opelousas, LA",83384,1 
"22099","29180","St. Martin Parish LA","Lafayette, LA",52160,1 
"22101","34020","St. Mary Parish LA","Morgan City, LA",54650,1 
"22103","35380","St. Tammany Parish LA","New Orleans-Metairie, LA",233740,1 
"22105","25220","Tangipahoa Parish LA","Hammond, LA",121097,1 
"22107"," ","Tensas Parish LA"," ",5252,1 
"22109","26380","Terrebonne Parish LA","Houma-Thibodaux, LA",111860,1 
"22111","33740","Union Parish LA","Monroe, LA",22721,1 
"22113","29180","Vermilion Parish LA","Lafayette, LA",57999,1 
"22115","22860","Vernon Parish LA","Fort Polk South, LA",52334,1 
"22117","14220","Washington Parish LA","Bogalusa, LA",47168,1 
"22119","43340","Webster Parish LA","Shreveport-Bossier City, LA",41207,1 
"22121","12940","West Baton Rouge Parish LA","Baton Rouge, LA",23788,1 
"22123"," ","West Carroll Parish LA"," ",11604,1 
"22125","12940","West Feliciana Parish LA","Baton Rouge, LA",15625,1 
"22127"," ","Winn Parish LA"," ",15313,1 
"23001","30340","Androscoggin ME","Lewiston-Auburn, ME",107702,1 
"23003"," ","Aroostook ME"," ",71870,1 
"23005","38860","Cumberland ME","Portland-South Portland, ME",281674,1 
"23007"," ","Franklin ME"," ",30768,1 
"23009"," ","Hancock ME"," ",54418,1 
"23011","12300","Kennebec ME","Augusta-Waterville, ME",122151,1 
"23013"," ","Knox ME"," ",39736,1 
"23015"," ","Lincoln ME"," ",34457,1 
"23017"," ","Oxford ME"," ",57833,1 
"23019","12620","Penobscot ME","Bangor, ME",153923,1 
"23021"," ","Piscataquis ME"," ",17535,1 
"23023","38860","Sagadahoc ME","Portland-South Portland, ME",35293,1 
"23025"," ","Somerset ME"," ",52228,1 
"23027"," ","Waldo ME"," ",38786,1 
"23029"," ","Washington ME"," ",32856,1 
"23031","38860","York ME","Portland-South Portland, ME",197131,1 
"24001","19060","Allegany MD","Cumberland, MD-WV",75087,1 
"24003","12580","Anne Arundel MD","Baltimore-Columbia-Towson, MD",537656,1 
"24005","12580","Baltimore MD","Baltimore-Columbia-Towson, MD",805029,1 
"24009","47900","Calvert MD","Washington-Arlington-Alexandria, DC-VA-MD-WV",88737,1 
"24011"," ","Caroline MD"," ",33066,1 
"24013","12580","Carroll MD","Baltimore-Columbia-Towson, MD",167134,1 
"24015","37980","Cecil MD","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",101108,1 
"24017","47900","Charles MD","Washington-Arlington-Alexandria, DC-VA-MD-WV",146551,1 
"24019","15700","Dorchester MD","Cambridge, MD",32618,1 
"24021","47900","Frederick MD","Washington-Arlington-Alexandria, DC-VA-MD-WV",233385,1 
"24023"," ","Garrett MD"," ",30097,1 
"24025","12580","Harford MD","Baltimore-Columbia-Towson, MD",244826,1 
"24027","12580","Howard MD","Baltimore-Columbia-Towson, MD",287085,1 
"24029"," ","Kent MD"," ",20197,1 
"24031","47900","Montgomery MD","Washington-Arlington-Alexandria, DC-VA-MD-WV",971777,1 
"24033","47900","Prince Georges MD","Washington-Arlington-Alexandria, DC-VA-MD-WV",863420,1 
"24035","12580","Queen Annes MD","Baltimore-Columbia-Towson, MD",47798,1 
"24037","15680","St. Marys MD","California-Lexington Park, MD",105151,1 
"24039","41540","Somerset MD","Salisbury, MD-DE",26470,1 
"24041","20660","Talbot MD","Easton, MD",37782,1 
"24043","25180","Washington MD","Hagerstown-Martinsburg, MD-WV",147430,1 
"24045","41540","Wicomico MD","Salisbury, MD-DE",98733,1 
"24047","41540","Worcester MD","Salisbury, MD-DE",51454,1 
"24510","12580","Baltimore city MD","Baltimore-Columbia-Towson, MD",620961,1 
"25001","12700","Barnstable MA","Barnstable Town, MA",215888,1 
"25003","38340","Berkshire MA","Pittsfield, MA",131219,1 
"25005","39300","Bristol MA","Providence-Warwick, RI-MA",548285,1 
"25007","47240","Dukes MA","Vineyard Haven, MA",16535,1 
"25009","14460","Essex MA","Boston-Cambridge-Newton, MA-NH",743159,1 
"25011","24640","Franklin MA","Greenfield Town, MA",71372,1 
"25013","44140","Hampden MA","Springfield, MA",463490,1 
"25015","44140","Hampshire MA","Springfield, MA",158080,1 
"25017","14460","Middlesex MA","Boston-Cambridge-Newton, MA-NH",1503085,1 
"25019"," ","Nantucket MA"," ",10172,1 
"25021","14460","Norfolk MA","Boston-Cambridge-Newton, MA-NH",670850,1 
"25023","14460","Plymouth MA","Boston-Cambridge-Newton, MA-NH",494919,1 
"25025","14460","Suffolk MA","Boston-Cambridge-Newton, MA-NH",722023,1 
"25027","49340","Worcester MA","Worcester, MA-CT",798552,1 
"26001"," ","Alcona MI"," ",10942,1 
"26003"," ","Alger MI"," ",9601,1 
"26005","26090","Allegan MI","Holland, MI",111408,1 
"26007","10980","Alpena MI","Alpena, MI",29598,1 
"26009"," ","Antrim MI"," ",23580,1 
"26011"," ","Arenac MI"," ",15899,1 
"26013"," ","Baraga MI"," ",8860,1 
"26015","24340","Barry MI","Grand Rapids-Wyoming, MI",59173,1 
"26017","13020","Bay MI","Bay City, MI",107771,1 
"26019","45900","Benzie MI","Traverse City, MI",17525,1 
"26021","35660","Berrien MI","Niles-Benton Harbor, MI",156813,1 
"26023","17740","Branch MI","Coldwater, MI",45248,1 
"26025","12980","Calhoun MI","Battle Creek, MI",136146,1 
"26027","43780","Cass MI","South Bend-Mishawaka, IN-MI",52293,1 
"26029"," ","Charlevoix MI"," ",25949,1 
"26031"," ","Cheboygan MI"," ",26152,1 
"26033","42300","Chippewa MI","Sault Ste. Marie, MI",38520,1 
"26035"," ","Clare MI"," ",30926,1 
"26037","29620","Clinton MI","Lansing-East Lansing, MI",75382,1 
"26039"," ","Crawford MI"," ",14074,1 
"26041","21540","Delta MI","Escanaba, MI",37069,1 
"26043","27020","Dickinson MI","Iron Mountain, MI-WI",26168,1 
"26045","29620","Eaton MI","Lansing-East Lansing, MI",107759,1 
"26047"," ","Emmet MI"," ",32694,1 
"26049","22420","Genesee MI","Flint, MI",425790,1 
"26051"," ","Gladwin MI"," ",25692,1 
"26053"," ","Gogebic MI"," ",16427,1 
"26055","45900","Grand Traverse MI","Traverse City, MI",86986,1 
"26057","10940","Gratiot MI","Alma, MI",42476,1 
"26059","25880","Hillsdale MI","Hillsdale, MI",46688,1 
"26061","26340","Houghton MI","Houghton, MI",36628,1 
"26063"," ","Huron MI"," ",33118,1 
"26065","29620","Ingham MI","Lansing-East Lansing, MI",280895,1 
"26067","26960","Ionia MI","Ionia, MI",63905,1 
"26069"," ","Iosco MI"," ",25887,1 
"26071"," ","Iron MI"," ",11817,1 
"26073","34380","Isabella MI","Mount Pleasant, MI",70311,1 
"26075","27100","Jackson MI","Jackson, MI",160248,1 
"26077","28020","Kalamazoo MI","Kalamazoo-Portage, MI",250331,1 
"26079","45900","Kalkaska MI","Traverse City, MI",17153,1 
"26081","24340","Kent MI","Grand Rapids-Wyoming, MI",602622,1 
"26083","26340","Keweenaw MI","Houghton, MI",2156,1 
"26085"," ","Lake MI"," ",11539,1 
"26087","19820","Lapeer MI","Detroit-Warren-Dearborn, MI",88319,1 
"26089","45900","Leelanau MI","Traverse City, MI",21708,1 
"26091","10300","Lenawee MI","Adrian, MI",99892,1 
"26093","19820","Livingston MI","Detroit-Warren-Dearborn, MI",180967,1 
"26095"," ","Luce MI"," ",6631,1 
"26097"," ","Mackinac MI"," ",11113,1 
"26099","19820","Macomb MI","Detroit-Warren-Dearborn, MI",840978,1 
"26101"," ","Manistee MI"," ",24733,1 
"26103","32100","Marquette MI","Marquette, MI",67077,1 
"26105","31220","Mason MI","Ludington, MI",28705,1 
"26107","13660","Mecosta MI","Big Rapids, MI",42798,1 
"26109","31940","Menominee MI","Marinette, WI-MI",24029,1 
"26111","33220","Midland MI","Midland, MI",83629,1 
"26113","15620","Missaukee MI","Cadillac, MI",14849,1 
"26115","33780","Monroe MI","Monroe, MI",152021,1 
"26117","24340","Montcalm MI","Grand Rapids-Wyoming, MI",63342,1 
"26119"," ","Montmorency MI"," ",9765,1 
"26121","34740","Muskegon MI","Muskegon, MI",172188,1 
"26123"," ","Newaygo MI"," ",48460,1 
"26125","19820","Oakland MI","Detroit-Warren-Dearborn, MI",1202362,1 
"26127"," ","Oceana MI"," ",26570,1 
"26129"," ","Ogemaw MI"," ",21699,1 
"26131"," ","Ontonagon MI"," ",6780,1 
"26133"," ","Osceola MI"," ",23528,1 
"26135"," ","Oscoda MI"," ",8640,1 
"26137"," ","Otsego MI"," ",24164,1 
"26139","24340","Ottawa MI","Grand Rapids-Wyoming, MI",263801,1 
"26141"," ","Presque Isle MI"," ",13376,1 
"26143"," ","Roscommon MI"," ",24449,1 
"26145","40980","Saginaw MI","Saginaw, MI",200169,1 
"26147","19820","St. Clair MI","Detroit-Warren-Dearborn, MI",163040,1 
"26149","44780","St. Joseph MI","Sturgis, MI",61295,1 
"26151"," ","Sanilac MI"," ",43114,1 
"26153"," ","Schoolcraft MI"," ",8485,1 
"26155","37020","Shiawassee MI","Owosso, MI",70648,1 
"26157"," ","Tuscola MI"," ",55729,1 
"26159","28020","Van Buren MI","Kalamazoo-Portage, MI",76258,1 
"26161","11460","Washtenaw MI","Ann Arbor, MI",344791,1 
"26163","19820","Wayne MI","Detroit-Warren-Dearborn, MI",1820584,1 
"26165","15620","Wexford MI","Cadillac, MI",32735,1 
"27001"," ","Aitkin MN"," ",16202,1 
"27003","33460","Anoka MN","Minneapolis-St. Paul-Bloomington, MN-WI",330844,1 
"27005"," ","Becker MN"," ",32504,1 
"27007","13420","Beltrami MN","Bemidji, MN",44442,1 
"27009","41060","Benton MN","St. Cloud, MN",38451,1 
"27011"," ","Big Stone MN"," ",5269,1 
"27013","31860","Blue Earth MN","Mankato-North Mankato, MN",64013,1 
"27015","35580","Brown MN","New Ulm, MN",25893,1 
"27017","20260","Carlton MN","Duluth, MN-WI",35386,1 
"27019","33460","Carver MN","Minneapolis-St. Paul-Bloomington, MN-WI",91042,1 
"27021","14660","Cass MN","Brainerd, MN",28567,1 
"27023"," ","Chippewa MN"," ",12441,1 
"27025","33460","Chisago MN","Minneapolis-St. Paul-Bloomington, MN-WI",53887,1 
"27027","22020","Clay MN","Fargo, ND-MN",58999,1 
"27029"," ","Clearwater MN"," ",8695,1 
"27031"," ","Cook MN"," ",5176,1 
"27033"," ","Cottonwood MN"," ",11687,1 
"27035","14660","Crow Wing MN","Brainerd, MN",62500,1 
"27037","33460","Dakota MN","Minneapolis-St. Paul-Bloomington, MN-WI",398552,1 
"27039","40340","Dodge MN","Rochester, MN",20087,1 
"27041","10820","Douglas MN","Alexandria, MN",36009,1 
"27043"," ","Faribault MN"," ",14553,1 
"27045","40340","Fillmore MN","Rochester, MN",20866,1 
"27047","10660","Freeborn MN","Albert Lea, MN",31255,1 
"27049","39860","Goodhue MN","Red Wing, MN",46183,1 
"27051"," ","Grant MN"," ",6018,1 
"27053","33460","Hennepin MN","Minneapolis-St. Paul-Bloomington, MN-WI",1152425,1 
"27055","29100","Houston MN","La Crosse-Onalaska, WI-MN",19027,1 
"27057"," ","Hubbard MN"," ",20428,1 
"27059","33460","Isanti MN","Minneapolis-St. Paul-Bloomington, MN-WI",37816,1 
"27061"," ","Itasca MN"," ",45058,1 
"27063"," ","Jackson MN"," ",10266,1 
"27065"," ","Kanabec MN"," ",16239,1 
"27067","48820","Kandiyohi MN","Willmar, MN",42239,1 
"27069"," ","Kittson MN"," ",4552,1 
"27071"," ","Koochiching MN"," ",13311,1 
"27073"," ","Lac qui Parle MN"," ",7259,1 
"27075"," ","Lake MN"," ",10866,1 
"27077"," ","Lake of the Woods MN"," ",4045,1 
"27079","33460","Le Sueur MN","Minneapolis-St. Paul-Bloomington, MN-WI",27703,1 
"27081"," ","Lincoln MN"," ",5896,1 
"27083","32140","Lyon MN","Marshall, MN",25857,1 
"27085","26780","McLeod MN","Hutchinson, MN",36651,1 
"27087"," ","Mahnomen MN"," ",5413,1 
"27089"," ","Marshall MN"," ",9439,1 
"27091"," ","Martin MN"," ",20840,1 
"27093"," ","Meeker MN"," ",23300,1 
"27095","33460","Mille Lacs MN","Minneapolis-St. Paul-Bloomington, MN-WI",26097,1 
"27097"," ","Morrison MN"," ",33198,1 
"27099","12380","Mower MN","Austin, MN",39163,1 
"27101"," ","Murray MN"," ",8725,1 
"27103","31860","Nicollet MN","Mankato-North Mankato, MN",32727,1 
"27105","49380","Nobles MN","Worthington, MN",21378,1 
"27107"," ","Norman MN"," ",6852,1 
"27109","40340","Olmsted MN","Rochester, MN",144248,1 
"27111","22260","Otter Tail MN","Fergus Falls, MN",57303,1 
"27113"," ","Pennington MN"," ",13930,1 
"27115"," ","Pine MN"," ",29750,1 
"27117"," ","Pipestone MN"," ",9596,1 
"27119","24220","Polk MN","Grand Forks, ND-MN",31600,1 
"27121"," ","Pope MN"," ",10995,1 
"27123","33460","Ramsey MN","Minneapolis-St. Paul-Bloomington, MN-WI",508640,1 
"27125"," ","Red Lake MN"," ",4089,1 
"27127"," ","Redwood MN"," ",16059,1 
"27129"," ","Renville MN"," ",15730,1 
"27131","22060","Rice MN","Faribault-Northfield, MN",64142,1 
"27133"," ","Rock MN"," ",9687,1 
"27135"," ","Roseau MN"," ",15629,1 
"27137","20260","St. Louis MN","Duluth, MN-WI",200226,1 
"27139","33460","Scott MN","Minneapolis-St. Paul-Bloomington, MN-WI",129928,1 
"27141","33460","Sherburne MN","Minneapolis-St. Paul-Bloomington, MN-WI",88499,1 
"27143","33460","Sibley MN","Minneapolis-St. Paul-Bloomington, MN-WI",15226,1 
"27145","41060","Stearns MN","St. Cloud, MN",150642,1 
"27147","36940","Steele MN","Owatonna, MN",36576,1 
"27149"," ","Stevens MN"," ",9726,1 
"27151"," ","Swift MN"," ",9783,1 
"27153"," ","Todd MN"," ",24895,1 
"27155"," ","Traverse MN"," ",3558,1 
"27157","40340","Wabasha MN","Rochester, MN",21676,1 
"27159"," ","Wadena MN"," ",13843,1 
"27161"," ","Waseca MN"," ",19136,1 
"27163","33460","Washington MN","Minneapolis-St. Paul-Bloomington, MN-WI",238136,1 
"27165"," ","Watonwan MN"," ",11211,1 
"27167","47420","Wilkin MN","Wahpeton, ND-MN",6576,1 
"27169","49100","Winona MN","Winona, MN",51461,1 
"27171","33460","Wright MN","Minneapolis-St. Paul-Bloomington, MN-WI",124700,1 
"27173"," ","Yellow Medicine MN"," ",10438,1 
"28001","35020","Adams MS","Natchez, MS-LA",32297,1 
"28003","18420","Alcorn MS","Corinth, MS",37057,1 
"28005","32620","Amite MS","McComb, MS",13131,1 
"28007"," ","Attala MS"," ",19564,1 
"28009","32820","Benton MS","Memphis, TN-MS-AR",8729,1 
"28011","17380","Bolivar MS","Cleveland, MS",34145,1 
"28013"," ","Calhoun MS"," ",14962,1 
"28015","24900","Carroll MS","Greenwood, MS",10597,1 
"28017"," ","Chickasaw MS"," ",17392,1 
"28019"," ","Choctaw MS"," ",8547,1 
"28021","46980","Claiborne MS","Vicksburg, MS",9604,1 
"28023","32940","Clarke MS","Meridian, MS",16732,1 
"28025"," ","Clay MS"," ",20634,1 
"28027","17260","Coahoma MS","Clarksdale, MS",26151,1 
"28029","27140","Copiah MS","Jackson, MS",29449,1 
"28031"," ","Covington MS"," ",19568,1 
"28033","32820","DeSoto MS","Memphis, TN-MS-AR",161252,1 
"28035","25620","Forrest MS","Hattiesburg, MS",74934,1 
"28037"," ","Franklin MS"," ",8118,1 
"28039"," ","George MS"," ",22578,1 
"28041"," ","Greene MS"," ",14400,1 
"28043","24980","Grenada MS","Grenada, MS",21906,1 
"28045","25060","Hancock MS","Gulfport-Biloxi-Pascagoula, MS",43929,1 
"28047","25060","Harrison MS","Gulfport-Biloxi-Pascagoula, MS",187105,1 
"28049","27140","Hinds MS","Jackson, MS",245285,1 
"28051"," ","Holmes MS"," ",19198,1 
"28053"," ","Humphreys MS"," ",9375,1 
"28055"," ","Issaquena MS"," ",1406,1 
"28057","46180","Itawamba MS","Tupelo, MS",23401,1 
"28059","25060","Jackson MS","Gulfport-Biloxi-Pascagoula, MS",139668,1 
"28061","29860","Jasper MS","Laurel, MS",17062,1 
"28063"," ","Jefferson MS"," ",7726,1 
"28065"," ","Jefferson Davis MS"," ",12487,1 
"28067","29860","Jones MS","Laurel, MS",67761,1 
"28069","32940","Kemper MS","Meridian, MS",10456,1 
"28071","37060","Lafayette MS","Oxford, MS",47351,1 
"28073","25620","Lamar MS","Hattiesburg, MS",55658,1 
"28075","32940","Lauderdale MS","Meridian, MS",80261,1 
"28077"," ","Lawrence MS"," ",12929,1 
"28079"," ","Leake MS"," ",23805,1 
"28081","46180","Lee MS","Tupelo, MS",82910,1 
"28083","24900","Leflore MS","Greenwood, MS",32317,1 
"28085","15020","Lincoln MS","Brookhaven, MS",34869,1 
"28087","18060","Lowndes MS","Columbus, MS",59779,1 
"28089","27140","Madison MS","Jackson, MS",95203,1 
"28091"," ","Marion MS"," ",27088,1 
"28093","32820","Marshall MS","Memphis, TN-MS-AR",37144,1 
"28095"," ","Monroe MS"," ",36989,1 
"28097"," ","Montgomery MS"," ",10925,1 
"28099"," ","Neshoba MS"," ",29676,1 
"28101"," ","Newton MS"," ",21720,1 
"28103"," ","Noxubee MS"," ",11545,1 
"28105","44260","Oktibbeha MS","Starkville, MS",47671,1 
"28107"," ","Panola MS"," ",34707,1 
"28109","38100","Pearl River MS","Picayune, MS",55834,1 
"28111","25620","Perry MS","Hattiesburg, MS",12250,1 
"28113","32620","Pike MS","McComb, MS",40404,1 
"28115","46180","Pontotoc MS","Tupelo, MS",29957,1 
"28117"," ","Prentiss MS"," ",25276,1 
"28119"," ","Quitman MS"," ",8223,1 
"28121","27140","Rankin MS","Jackson, MS",141617,1 
"28123"," ","Scott MS"," ",28264,1 
"28125"," ","Sharkey MS"," ",4916,1 
"28127","27140","Simpson MS","Jackson, MS",27503,1 
"28129"," ","Smith MS"," ",16491,1 
"28131"," ","Stone MS"," ",17786,1 
"28133","26940","Sunflower MS","Indianola, MS",29450,1 
"28135"," ","Tallahatchie MS"," ",15378,1 
"28137","32820","Tate MS","Memphis, TN-MS-AR",28886,1 
"28139"," ","Tippah MS"," ",22232,1 
"28141"," ","Tishomingo MS"," ",19593,1 
"28143","32820","Tunica MS","Memphis, TN-MS-AR",10778,1 
"28145"," ","Union MS"," ",27134,1 
"28147"," ","Walthall MS"," ",15443,1 
"28149","46980","Warren MS","Vicksburg, MS",48773,1 
"28151","24740","Washington MS","Greenville, MS",51137,1 
"28153"," ","Wayne MS"," ",20747,1 
"28155"," ","Webster MS"," ",10253,1 
"28157"," ","Wilkinson MS"," ",9878,1 
