"zcta5","cbsa","cbsaname","zipname","pop10","afact"
"ZIP Census Tabulation Area","cbsa","CBSA Name","zipname","Total Pop, 2010 census","zcta5 to cbsa alloc factor"
"92555","40140","Riverside-San Bernardino-Ontario, CA","Moreno Valley, CA",39076,1 
"92557","40140","Riverside-San Bernardino-Ontario, CA","Moreno Valley, CA",50320,1 
"92561","40140","Riverside-San Bernardino-Ontario, CA","Mountain Center, CA",1661,1 
"92562","40140","Riverside-San Bernardino-Ontario, CA","Murrieta, CA",62079,1 
"92563","40140","Riverside-San Bernardino-Ontario, CA","Murrieta, CA",53892,1 
"92567","40140","Riverside-San Bernardino-Ontario, CA","Nuevo, CA",9459,1 
"92570","40140","Riverside-San Bernardino-Ontario, CA","Mead Valley, CA",53697,1 
"92571","40140","Riverside-San Bernardino-Ontario, CA","Perris, CA",52516,1 
"92582","40140","Riverside-San Bernardino-Ontario, CA","San Jacinto, CA",15649,1 
"92583","40140","Riverside-San Bernardino-Ontario, CA","San Jacinto, CA",30236,1 
"92584","40140","Riverside-San Bernardino-Ontario, CA","Menifee, CA",43400,1 
"92585","40140","Riverside-San Bernardino-Ontario, CA","Menifee, CA",17797,1 
"92586","40140","Riverside-San Bernardino-Ontario, CA","Menifee, CA",19815,1 
"92587","40140","Riverside-San Bernardino-Ontario, CA","Canyon Lake, CA",16675,1 
"92590","40140","Riverside-San Bernardino-Ontario, CA","Temecula, CA",3660,1 
"92591","40140","Riverside-San Bernardino-Ontario, CA","Temecula, CA",38272,1 
"92592","40140","Riverside-San Bernardino-Ontario, CA","Temecula, CA",72492,1 
"92595","40140","Riverside-San Bernardino-Ontario, CA","Wildomar, CA",29851,1 
"92596","40140","Riverside-San Bernardino-Ontario, CA","French Valley, CA",23172,1 
"92602","31080","Los Angeles-Long Beach-Anaheim, CA","Irvine, CA",22871,1 
"92603","31080","Los Angeles-Long Beach-Anaheim, CA","Irvine, CA",20184,1 
"92604","31080","Los Angeles-Long Beach-Anaheim, CA","Irvine, CA",26853,1 
"92606","31080","Los Angeles-Long Beach-Anaheim, CA","Irvine, CA",21495,1 
"92610","31080","Los Angeles-Long Beach-Anaheim, CA","Lake Forest, CA",11248,1 
"92612","31080","Los Angeles-Long Beach-Anaheim, CA","Irvine, CA",27522,1 
"92614","31080","Los Angeles-Long Beach-Anaheim, CA","Irvine, CA",24748,1 
"92617","31080","Los Angeles-Long Beach-Anaheim, CA","Irvine, CA",14044,1 
"92618","31080","Los Angeles-Long Beach-Anaheim, CA","Irvine, CA",16366,1 
"92620","31080","Los Angeles-Long Beach-Anaheim, CA","Irvine, CA",38486,1 
"92624","31080","Los Angeles-Long Beach-Anaheim, CA","Dana Point, CA",7248,1 
"92625","31080","Los Angeles-Long Beach-Anaheim, CA","Newport Beach, CA",12478,1 
"92626","31080","Los Angeles-Long Beach-Anaheim, CA","Costa Mesa, CA",49341,1 
"92627","31080","Los Angeles-Long Beach-Anaheim, CA","Costa Mesa, CA",61510,1 
"92629","31080","Los Angeles-Long Beach-Anaheim, CA","Dana Point, CA",25756,1 
"92630","31080","Los Angeles-Long Beach-Anaheim, CA","Lake Forest, CA",59182,1 
"92637","31080","Los Angeles-Long Beach-Anaheim, CA","Laguna Woods, CA",16012,1 
"92646","31080","Los Angeles-Long Beach-Anaheim, CA","Huntington Beach, CA",55224,1 
"92647","31080","Los Angeles-Long Beach-Anaheim, CA","Huntington Beach, CA",57245,1 
"92648","31080","Los Angeles-Long Beach-Anaheim, CA","Huntington Beach, CA",45317,1 
"92649","31080","Los Angeles-Long Beach-Anaheim, CA","Huntington Beach, CA",32463,1 
"92651","31080","Los Angeles-Long Beach-Anaheim, CA","Laguna Beach, CA",23881,1 
"92653","31080","Los Angeles-Long Beach-Anaheim, CA","Laguna Hills, CA",29291,1 
"92655","31080","Los Angeles-Long Beach-Anaheim, CA","Midway City, CA",8337,1 
"92656","31080","Los Angeles-Long Beach-Anaheim, CA","Aliso Viejo, CA",49046,1 
"92657","31080","Los Angeles-Long Beach-Anaheim, CA","Newport Beach, CA",9741,1 
"92660","31080","Los Angeles-Long Beach-Anaheim, CA","Newport Beach, CA",34797,1 
"92661","31080","Los Angeles-Long Beach-Anaheim, CA","Newport Beach, CA",3744,1 
"92662","31080","Los Angeles-Long Beach-Anaheim, CA","Newport Beach, CA",2756,1 
"92663","31080","Los Angeles-Long Beach-Anaheim, CA","Newport Beach, CA",21649,1 
"92672","31080","Los Angeles-Long Beach-Anaheim, CA","San Clemente, CA",34194,0.992 
"92672","41740","San Diego-Carlsbad, CA","San Clemente, CA",270,0.008 
"92673","31080","Los Angeles-Long Beach-Anaheim, CA","San Clemente, CA",29309,1 
"92675","31080","Los Angeles-Long Beach-Anaheim, CA","San Juan Capistrano, CA",34731,1 
"92676","31080","Los Angeles-Long Beach-Anaheim, CA","Silverado, CA",1945,1 
"92677","31080","Los Angeles-Long Beach-Anaheim, CA","Laguna Niguel, CA",63297,1 
"92678","31080","Los Angeles-Long Beach-Anaheim, CA","Trabuco Canyon, CA",494,1 
"92679","31080","Los Angeles-Long Beach-Anaheim, CA","Coto de Caza, CA",32611,1 
"92683","31080","Los Angeles-Long Beach-Anaheim, CA","Westminster, CA",89747,1 
"92688","31080","Los Angeles-Long Beach-Anaheim, CA","Rancho Santa Margarita, CA",43792,1 
"92691","31080","Los Angeles-Long Beach-Anaheim, CA","Mission Viejo, CA",47582,1 
"92692","31080","Los Angeles-Long Beach-Anaheim, CA","Mission Viejo, CA",47222,1 
"92694","31080","Los Angeles-Long Beach-Anaheim, CA","Ladera Ranch, CA",21944,1 
"92701","31080","Los Angeles-Long Beach-Anaheim, CA","Santa Ana, CA",53908,1 
"92703","31080","Los Angeles-Long Beach-Anaheim, CA","Santa Ana, CA",65445,1 
"92704","31080","Los Angeles-Long Beach-Anaheim, CA","Santa Ana, CA",88123,1 
"92705","31080","Los Angeles-Long Beach-Anaheim, CA","Santa Ana, CA",44706,1 
"92706","31080","Los Angeles-Long Beach-Anaheim, CA","Santa Ana, CA",36457,1 
"92707","31080","Los Angeles-Long Beach-Anaheim, CA","Santa Ana, CA",59492,1 
"92708","31080","Los Angeles-Long Beach-Anaheim, CA","Fountain Valley, CA",56004,1 
"92780","31080","Los Angeles-Long Beach-Anaheim, CA","Tustin, CA",57741,1 
"92782","31080","Los Angeles-Long Beach-Anaheim, CA","Tustin, CA",23032,1 
"92801","31080","Los Angeles-Long Beach-Anaheim, CA","Anaheim, CA",62068,1 
"92802","31080","Los Angeles-Long Beach-Anaheim, CA","Anaheim, CA",42709,1 
"92804","31080","Los Angeles-Long Beach-Anaheim, CA","Anaheim, CA",85914,1 
"92805","31080","Los Angeles-Long Beach-Anaheim, CA","Anaheim, CA",70401,1 
"92806","31080","Los Angeles-Long Beach-Anaheim, CA","Anaheim, CA",37173,1 
"92807","31080","Los Angeles-Long Beach-Anaheim, CA","Anaheim, CA",36171,1 
"92808","31080","Los Angeles-Long Beach-Anaheim, CA","Anaheim, CA",20039,1 
"92821","31080","Los Angeles-Long Beach-Anaheim, CA","Brea, CA",35533,1 
"92823","31080","Los Angeles-Long Beach-Anaheim, CA","Brea, CA",3613,1 
"92831","31080","Los Angeles-Long Beach-Anaheim, CA","Fullerton, CA",34204,1 
"92832","31080","Los Angeles-Long Beach-Anaheim, CA","Fullerton, CA",24752,1 
"92833","31080","Los Angeles-Long Beach-Anaheim, CA","Fullerton, CA",51767,1 
"92835","31080","Los Angeles-Long Beach-Anaheim, CA","Fullerton, CA",24010,1 
"92840","31080","Los Angeles-Long Beach-Anaheim, CA","Garden Grove, CA",54083,1 
"92841","31080","Los Angeles-Long Beach-Anaheim, CA","Garden Grove, CA",32845,1 
"92843","31080","Los Angeles-Long Beach-Anaheim, CA","Garden Grove, CA",45214,1 
"92844","31080","Los Angeles-Long Beach-Anaheim, CA","Garden Grove, CA",24307,1 
"92845","31080","Los Angeles-Long Beach-Anaheim, CA","Garden Grove, CA",16333,1 
"92860","40140","Riverside-San Bernardino-Ontario, CA","Norco, CA",27198,1 
"92861","31080","Los Angeles-Long Beach-Anaheim, CA","Villa Park, CA",5781,1 
"92865","31080","Los Angeles-Long Beach-Anaheim, CA","Orange, CA",19704,1 
"92866","31080","Los Angeles-Long Beach-Anaheim, CA","Orange, CA",14885,1 
"92867","31080","Los Angeles-Long Beach-Anaheim, CA","Orange, CA",44515,1 
"92868","31080","Los Angeles-Long Beach-Anaheim, CA","Orange, CA",25404,1 
"92869","31080","Los Angeles-Long Beach-Anaheim, CA","Orange, CA",37184,1 
"92870","31080","Los Angeles-Long Beach-Anaheim, CA","Placentia, CA",52033,1 
"92879","40140","Riverside-San Bernardino-Ontario, CA","Corona, CA",46745,1 
"92880","40140","Riverside-San Bernardino-Ontario, CA","Eastvale, CA",58763,1 
"92881","40140","Riverside-San Bernardino-Ontario, CA","Corona, CA",30991,1 
"92882","40140","Riverside-San Bernardino-Ontario, CA","Corona, CA",67917,1 
"92883","40140","Riverside-San Bernardino-Ontario, CA","Temescal Valley, CA",29301,1 
"92886","31080","Los Angeles-Long Beach-Anaheim, CA","Yorba Linda, CA",46564,1 
"92887","31080","Los Angeles-Long Beach-Anaheim, CA","Yorba Linda, CA",20006,1 
"93001","37100","Oxnard-Thousand Oaks-Ventura, CA","San Buenaventura (Ventura), CA",32983,1 
"93001","42200","Santa Maria-Santa Barbara, CA","San Buenaventura (Ventura), CA",7,0 
"93003","37100","Oxnard-Thousand Oaks-Ventura, CA","San Buenaventura (Ventura), CA",50474,1 
"93004","37100","Oxnard-Thousand Oaks-Ventura, CA","San Buenaventura (Ventura), CA",29149,1 
"93010","37100","Oxnard-Thousand Oaks-Ventura, CA","Camarillo, CA",42901,1 
"93012","37100","Oxnard-Thousand Oaks-Ventura, CA","Camarillo, CA",34617,1 
"93013","37100","Oxnard-Thousand Oaks-Ventura, CA","Carpinteria, CA",87,0.005 
"93013","42200","Santa Maria-Santa Barbara, CA","Carpinteria, CA",16004,0.995 
"93015","37100","Oxnard-Thousand Oaks-Ventura, CA","Fillmore, CA",17334,1 
"93021","37100","Oxnard-Thousand Oaks-Ventura, CA","Moorpark, CA",36422,1 
"93022","37100","Oxnard-Thousand Oaks-Ventura, CA","Oak View, CA",6106,1 
"93023","37100","Oxnard-Thousand Oaks-Ventura, CA","Ojai, CA",20589,1 
"93030","37100","Oxnard-Thousand Oaks-Ventura, CA","Oxnard, CA",59372,1 
"93033","37100","Oxnard-Thousand Oaks-Ventura, CA","Oxnard, CA",82728,1 
"93035","37100","Oxnard-Thousand Oaks-Ventura, CA","Oxnard, CA",27732,1 
"93036","37100","Oxnard-Thousand Oaks-Ventura, CA","Oxnard, CA",41691,1 
"93040","37100","Oxnard-Thousand Oaks-Ventura, CA","Piru, CA",2031,1 
"93041","37100","Oxnard-Thousand Oaks-Ventura, CA","Port Hueneme, CA",23641,1 
"93042","37100","Oxnard-Thousand Oaks-Ventura, CA","Naval Base Ventura County, Point Mugu Na",56,1 
"93043","37100","Oxnard-Thousand Oaks-Ventura, CA","Naval Base Ventura County, Port Hueneme Cbc Base, CA",333,1 
"93060","37100","Oxnard-Thousand Oaks-Ventura, CA","Santa Paula, CA",32811,1 
"93063","37100","Oxnard-Thousand Oaks-Ventura, CA","Simi Valley, CA",54366,1 
"93064","37100","Oxnard-Thousand Oaks-Ventura, CA","Simi Valley, Brandeis, CA",40,1 
"93065","37100","Oxnard-Thousand Oaks-Ventura, CA","Simi Valley, CA",72508,1 
"93066","37100","Oxnard-Thousand Oaks-Ventura, CA","Somis, CA",3102,1 
"93067","42200","Santa Maria-Santa Barbara, CA","Summerland, CA",895,1 
"93101","42200","Santa Maria-Santa Barbara, CA","Santa Barbara, CA",31683,1 
"93103","42200","Santa Maria-Santa Barbara, CA","Santa Barbara, CA",20249,1 
"93105","42200","Santa Maria-Santa Barbara, CA","Santa Barbara, CA",24815,1 
"93108","42200","Santa Maria-Santa Barbara, CA","Montecito, CA",11112,1 
"93109","42200","Santa Maria-Santa Barbara, CA","Santa Barbara, CA",10858,1 
"93110","42200","Santa Maria-Santa Barbara, CA","Santa Barbara, CA",16829,1 
"93111","42200","Santa Maria-Santa Barbara, CA","Santa Barbara, CA",17370,1 
"93117","42200","Santa Maria-Santa Barbara, CA","Goleta, CA",53217,1 
"93201","25260","Hanford-Corcoran, CA","Alpaugh, CA",5,0.004 
"93201","47300","Visalia-Porterville, CA","Alpaugh, CA",1343,0.996 
"93202","25260","Hanford-Corcoran, CA","Armona, CA",4143,1 
"93203","12540","Bakersfield, CA","Arvin, CA",20938,1 
"93204","25260","Hanford-Corcoran, CA","Avenal, CA",15529,1 
"93205","12540","Bakersfield, CA","Bodfish, CA",2113,1 
"93206","12540","Bakersfield, CA","Buttonwillow, CA",2300,1 
"93207","47300","Visalia-Porterville, CA","Pine Flat, CA",263,1 
"93208","47300","Visalia-Porterville, CA","Camp Nelson, CA",104,1 
"93210","23420","Fresno, CA","Coalinga, CA",19439,0.997 
"93210","41500","Salinas, CA","Coalinga, CA",57,0.003 
"93210","41940","San Jose-Sunnyvale-Santa Clara, CA","Coalinga, CA",8,0 
"93212","25260","Hanford-Corcoran, CA","Corcoran, CA",25924,0.994 
"93212","47300","Visalia-Porterville, CA","Corcoran, CA",155,0.006 
"93215","12540","Bakersfield, CA","Delano, CA",54972,0.988 
"93215","47300","Visalia-Porterville, CA","Delano, CA",687,0.012 
"93218","47300","Visalia-Porterville, CA","Ducor, CA",994,1 
"93219","47300","Visalia-Porterville, CA","Earlimart, CA",10194,1 
"93220","12540","Bakersfield, CA","Edison, CA (PO Boxes)",211,1 
"93221","47300","Visalia-Porterville, CA","Exeter, CA",14945,1 
"93222","12540","Bakersfield, CA","Pine Mountain Club, CA",2099,1 
"93223","47300","Visalia-Porterville, CA","Farmersville, CA",10604,1 
"93224","12540","Bakersfield, CA","Derby Acres, CA",451,1 
"93225","12540","Bakersfield, CA","Frazier Park, CA",4742,0.934 
"93225","37100","Oxnard-Thousand Oaks-Ventura, CA","Frazier Park, CA",335,0.066 
"93226","12540","Bakersfield, CA","Glennville, CA",282,1 
"93230","25260","Hanford-Corcoran, CA","Hanford, CA",65264,1 
"93234","23420","Fresno, CA","Huron, CA",6987,1 
"93235","47300","Visalia-Porterville, CA","Ivanhoe, CA",4559,1 
"93238","12540","Bakersfield, CA","Kernville, CA",1485,0.997 
"93238","47300","Visalia-Porterville, CA","Kernville, CA",5,0.003 
"93239","25260","Hanford-Corcoran, CA","Kettleman City, CA",1688,1 
"93240","12540","Bakersfield, CA","Lake Isabella, CA",6056,1 
"93241","12540","Bakersfield, CA","Lamont, CA",17489,1 
"93242","23420","Fresno, CA","Laton, CA",3180,0.917 
"93242","25260","Hanford-Corcoran, CA","Laton, CA",288,0.083 
"93243","12540","Bakersfield, CA","Lebec, CA",1566,0.922 
"93243","31080","Los Angeles-Long Beach-Anaheim, CA","Lebec, CA",133,0.078 
"93244","47300","Visalia-Porterville, CA","Lemon Cove, CA",534,1 
"93245","25260","Hanford-Corcoran, CA","Lemoore, CA",37412,1 
"93247","47300","Visalia-Porterville, CA","Lindsay, CA",17423,1 
"93249","12540","Bakersfield, CA","Lost Hills, CA",2739,1 
"93250","12540","Bakersfield, CA","McFarland, CA",13522,1 
"93251","12540","Bakersfield, CA","Mc Kittrick, CA",270,1 
"93252","12540","Bakersfield, CA","Taft, CA",3724,0.892 
"93252","37100","Oxnard-Thousand Oaks-Ventura, CA","Taft, CA",119,0.028 
"93252","42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","Taft, CA",105,0.025 
"93252","42200","Santa Maria-Santa Barbara, CA","Taft, CA",228,0.055 
"93254","42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","New Cuyama, CA",24,0.03 
"93254","42200","Santa Maria-Santa Barbara, CA","New Cuyama, CA",787,0.97 
"93255","12540","Bakersfield, CA","Onyx, CA",614,1 
"93256","47300","Visalia-Porterville, CA","Pixley, CA",5753,1 
"93257","47300","Visalia-Porterville, CA","Porterville, CA",75004,1 
"93258","47300","Visalia-Porterville, CA","Poplar-Cotton Center, CA",2046,1 
"93260","47300","Visalia-Porterville, CA","Posey, CA",200,1 
"93261","47300","Visalia-Porterville, CA","Richgrove, CA",3099,1 
"93262","47300","Visalia-Porterville, CA","Sequoia National Park, CA",63,1 
"93263","12540","Bakersfield, CA","Shafter, CA",19582,1 
"93265","47300","Visalia-Porterville, CA","Springville, CA",3699,1 
"93266","25260","Hanford-Corcoran, CA","Stratford, CA",1587,1 
"93267","47300","Visalia-Porterville, CA","Strathmore, CA",6237,1 
"93268","12540","Bakersfield, CA","Taft, CA",16897,1 
"93270","47300","Visalia-Porterville, CA","Terra Bella, CA",5837,1 
"93271","47300","Visalia-Porterville, CA","Three Rivers, CA",2276,1 
"93272","47300","Visalia-Porterville, CA","Tipton, CA",3583,1 
"93274","47300","Visalia-Porterville, CA","Tulare, CA",69721,1 
"93276","12540","Bakersfield, CA","Tupman, CA",161,1 
"93277","47300","Visalia-Porterville, CA","Visalia, CA",50607,1 
"93280","12540","Bakersfield, CA","Wasco, CA",27152,1 
"93283","12540","Bakersfield, CA","Weldon, CA",2040,1 
"93285","12540","Bakersfield, CA","Wofford Heights, CA",2536,1 
"93286","47300","Visalia-Porterville, CA","Woodlake, CA",9548,1 
"93287","12540","Bakersfield, CA","Woody, CA",119,1 
"93291","47300","Visalia-Porterville, CA","Visalia, CA",52849,1 
"93292","47300","Visalia-Porterville, CA","Visalia, CA",39032,1 
"93301","12540","Bakersfield, CA","Bakersfield, CA",12248,1 
"93304","12540","Bakersfield, CA","Bakersfield, CA",48731,1 
"93305","12540","Bakersfield, CA","Bakersfield, CA",37601,1 
"93306","12540","Bakersfield, CA","Bakersfield, CA",64587,1 
"93307","12540","Bakersfield, CA","Bakersfield, CA",82658,1 
"93308","12540","Bakersfield, CA","Oildale, CA",52447,1 
"93309","12540","Bakersfield, CA","Bakersfield, CA",58409,1 
"93311","12540","Bakersfield, CA","Bakersfield, CA",40829,1 
"93312","12540","Bakersfield, CA","Bakersfield, CA",56741,1 
"93313","12540","Bakersfield, CA","Bakersfield, CA",43553,1 
"93314","12540","Bakersfield, CA","Rosedale, CA",22393,1 
"93401","42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","San Luis Obispo, CA",28033,1 
"93402","42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","Los Osos, CA",14318,1 
"93405","42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","San Luis Obispo, CA",35440,1 
"93420","42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","Arroyo Grande, CA",28413,1 
"93422","42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","Atascadero, CA",31375,1 
"93424","42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","Avilla Beach, CA",1261,1 
"93426","41500","Salinas, CA","Bradley, CA",933,0.666 
"93426","42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","Bradley, CA",468,0.334 
"93427","42200","Santa Maria-Santa Barbara, CA","Buellton, CA",5505,1 
"93428","42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","Cambria, CA",6314,1 
"93429","42200","Santa Maria-Santa Barbara, CA","Casmalia, CA",154,1 
"93430","42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","Cayucos, CA",2972,1 
"93432","42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","Creston, CA",1384,1 
"93433","42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","Grover Beach, CA",13162,1 
"93434","42200","Santa Maria-Santa Barbara, CA","Guadalupe, CA",7110,1 
"93436","42200","Santa Maria-Santa Barbara, CA","Lompoc, CA",54017,1 
"93437","42200","Santa Maria-Santa Barbara, CA","Vandenberg AFB, CA",3338,1 
"93440","42200","Santa Maria-Santa Barbara, CA","Los Alamos, CA",2058,1 
"93441","42200","Santa Maria-Santa Barbara, CA","Los Olivos, CA",1530,1 
"93442","42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","Morro Bay, CA",10789,1 
"93444","42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","Nipomo, CA",19244,1 
"93445","42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","Oceano, CA",7173,1 
"93446","42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","El Paso de Robles (Paso Robles), CA",43714,1 
"93449","42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","Pismo Beach, CA",7657,1 
"93450","41500","Salinas, CA","San Ardo, CA",740,1 
"93451","41500","Salinas, CA","San Miguel, CA",522,0.138 
"93451","42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","San Miguel, CA",3257,0.862 
"93452","42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","San Simeon, CA",524,1 
"93453","42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","Santa Margarita, CA",2899,1 
"93454","42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","Santa Maria, CA",283,0.008 
"93454","42200","Santa Maria-Santa Barbara, CA","Santa Maria, CA",36165,0.992 
"93455","42200","Santa Maria-Santa Barbara, CA","Orcutt, CA",41684,1 
"93458","42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","Santa Maria, CA",61,0.001 
"93458","42200","Santa Maria-Santa Barbara, CA","Santa Maria, CA",55370,0.999 
"93460","42200","Santa Maria-Santa Barbara, CA","Santa Ynez, CA",5255,1 
"93461","12540","Bakersfield, CA","Shandon, CA",11,0.007 
"93461","41500","Salinas, CA","Shandon, CA",14,0.009 
"93461","42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","Shandon, CA",1598,0.985 
"93463","42200","Santa Maria-Santa Barbara, CA","Solvang, CA",7646,1 
"93465","42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","Templeton, CA",9153,1 
"93501","12540","Bakersfield, CA","Mojave, CA",5467,1 
"93505","12540","Bakersfield, CA","California City, CA",14038,1 
"93510","31080","Los Angeles-Long Beach-Anaheim, CA","Acton, CA",7993,1 
"93512"," "," ","Benton, CA",277,1 
"93513"," "," ","Big Pine, CA",1763,1 
"93514"," "," ","Bishop, CA",13857,1 
"93516","12540","Bakersfield, CA","Boron, CA",2253,0.98 
"93516","40140","Riverside-San Bernardino-Ontario, CA","Boron, CA",46,0.02 
"93517"," "," ","Bridgeport, CA",670,1 
"93518","12540","Bakersfield, CA","Caliente, CA",1146,1 
"93519","12540","Bakersfield, CA","Cantil, CA",101,1 
"93522"," "," ","Darwin, CA",48,1 
"93523","12540","Bakersfield, CA","Edwards AFB, CA",3074,1 
"93524","12540","Bakersfield, CA","Edwards AFB, CA",229,1 
"93526"," "," ","Independence, CA",719,1 
"93527"," "," ","Inyokern, CA",17,0.007 
"93527","12540","Bakersfield, CA","Inyokern, CA",2317,0.971 
"93527","47300","Visalia-Porterville, CA","Inyokern, CA",53,0.022 
"93528","12540","Bakersfield, CA","Johannesburg, CA",172,1 
"93529"," "," ","June Lake, CA",633,1 
"93530"," "," ","Keeler, CA",47,1 
"93531","12540","Bakersfield, CA","Keene, CA",509,1 
"93532","31080","Los Angeles-Long Beach-Anaheim, CA","Elizabeth Lake, CA",2932,1 
"93534","31080","Los Angeles-Long Beach-Anaheim, CA","Lancaster, CA",39341,1 
"93535","31080","Los Angeles-Long Beach-Anaheim, CA","Lancaster, CA",72046,1 
"93536","31080","Los Angeles-Long Beach-Anaheim, CA","Lancaster, CA",70918,1 
"93541"," "," ","Lee Vining, CA",449,1 
"93543","31080","Los Angeles-Long Beach-Anaheim, CA","Sun Village, CA",13033,1 
"93544","31080","Los Angeles-Long Beach-Anaheim, CA","Llano, CA",1259,1 
"93545"," "," ","Lone Pine, CA",2082,1 
"93546"," "," ","Mammoth Lakes, CA",9567,1 
"93549"," "," ","Olancha, CA",344,1 
"93550","31080","Los Angeles-Long Beach-Anaheim, CA","Palmdale, CA",74929,1 
"93551","31080","Los Angeles-Long Beach-Anaheim, CA","Palmdale, CA",50798,1 
"93552","31080","Los Angeles-Long Beach-Anaheim, CA","Palmdale, CA",38158,1 
"93553","31080","Los Angeles-Long Beach-Anaheim, CA","Pearblossom, CA",2138,1 
"93554","12540","Bakersfield, CA","Randsburg, CA",72,1 
"93555","12540","Bakersfield, CA","Ridgecrest, CA",32334,0.993 
"93555","40140","Riverside-San Bernardino-Ontario, CA","Ridgecrest, CA",226,0.007 
"93558","40140","Riverside-San Bernardino-Ontario, CA","Red Mountain, CA (PO Boxes)",125,1 
"93560","12540","Bakersfield, CA","Rosamond, CA",18860,0.997 
"93560","31080","Los Angeles-Long Beach-Anaheim, CA","Rosamond, CA",50,0.003 
"93561","12540","Bakersfield, CA","Tehachapi, CA",34630,1 
"93562","40140","Riverside-San Bernardino-Ontario, CA","Searles Valley, CA",1818,1 
"93563","31080","Los Angeles-Long Beach-Anaheim, CA","Valyermo, CA",388,1 
"93591","31080","Los Angeles-Long Beach-Anaheim, CA","Lake Los Angeles, CA",7285,1 
"93592"," "," ","Homewood Canyon, CA",64,1 
"93601"," "," ","Ahwahnee, CA",100,0.052 
"93601","31460","Madera, CA","Ahwahnee, CA",1809,0.948 
"93602","23420","Fresno, CA","Auberry, CA",3862,1 
"93603","47300","Visalia-Porterville, CA","Badger, CA",222,1 
"93604","31460","Madera, CA","Bass Lake, CA",674,1 
"93605","23420","Fresno, CA","Big Creek, CA",175,1 
"93606","23420","Fresno, CA","Biola, CA",1217,1 
"93608","23420","Fresno, CA","Cantua Creek, CA",1114,1 
"93609","23420","Fresno, CA","Caruthers, CA",5640,1 
"93610","31460","Madera, CA","Chowchilla, CA",23640,0.992 
"93610","32900","Merced, CA","Chowchilla, CA",193,0.008 
"93611","23420","Fresno, CA","Clovis, CA",45614,1 
"93612","23420","Fresno, CA","Clovis, CA",35351,1 
"93614","31460","Madera, CA","Yosemite Lakes, CA",11661,1 
"93615","47300","Visalia-Porterville, CA","Cutler, CA",6042,1 
"93616","23420","Fresno, CA","Del Rey, CA",2627,1 
"93618","23420","Fresno, CA","Dinuba, CA",278,0.01 
"93618","47300","Visalia-Porterville, CA","Dinuba, CA",27984,0.99 
"93619","23420","Fresno, CA","Clovis, CA",28874,0.997 
"93619","47300","Visalia-Porterville, CA","Clovis, CA",91,0.003 
"93620","23420","Fresno, CA","Dos Palos, CA",588,0.061 
"93620","32900","Merced, CA","Dos Palos, CA",9003,0.939 
"93621","23420","Fresno, CA","Dunlap, CA",464,1 
"93622","23420","Fresno, CA","Firebaugh, CA",9054,0.945 
"93622","31460","Madera, CA","Firebaugh, CA",483,0.05 
"93622","32900","Merced, CA","Firebaugh, CA",44,0.005 
"93623"," "," ","Fish Camp, CA",67,0.971 
"93623","31460","Madera, CA","Fish Camp, CA",2,0.029 
"93624","23420","Fresno, CA","Five Points, CA (PO Boxes)",1134,1 
"93625","23420","Fresno, CA","Fowler, CA",7313,1 
"93626","23420","Fresno, CA","Friant, CA",1032,0.759 
"93626","31460","Madera, CA","Friant, CA",327,0.241 
"93627","23420","Fresno, CA","Helm, CA (PO Boxes)",123,1 
"93628","23420","Fresno, CA","Hume, CA",327,1 
"93630","23420","Fresno, CA","Kerman, CA",19162,1 
"93631","23420","Fresno, CA","Kingsburg, CA",13127,0.823 
"93631","25260","Hanford-Corcoran, CA","Kingsburg, CA",773,0.048 
"93631","47300","Visalia-Porterville, CA","Kingsburg, CA",2041,0.128 
"93633","47300","Visalia-Porterville, CA","Kings Canyon National Pk, CA",25,1 
"93634","23420","Fresno, CA","Lakeshore, CA",33,1 
"93635","32900","Merced, CA","Los Banos, CA",38776,1 
"93636","31460","Madera, CA","Bonadelle Ranchos-Madera Ranchos, CA",11908,1 
"93637","31460","Madera, CA","Madera, CA",37743,1 
